timestamp,mean_voltage,std_dev_voltage,mean_current,std_dev_current,label,kondisi
2025-07-25 00:10:09.636,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:09.865,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:10.195,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:10.403,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:10.644,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:10.845,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:11.081,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:11.294,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:11.533,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:11.744,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:12.069,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:12.293,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:12.561,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:12.825,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:13.069,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:13.331,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:13.583,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:13.820,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:14.097,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:14.380,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:14.679,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:14.903,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:15.116,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:15.336,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:15.628,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:15.927,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:16.208,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:16.431,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:16.731,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:16.958,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:17.229,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:17.491,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:17.720,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:18.014,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:18.248,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:18.464,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:18.742,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:19.056,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:19.259,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:19.574,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:19.794,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:20.115,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:20.391,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:20.605,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:20.888,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:21.154,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:21.477,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:21.779,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:21.998,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:22.233,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:22.476,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:22.798,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:23.127,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:23.414,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:23.625,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:23.866,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:24.073,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:24.406,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:24.698,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:25.020,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:25.220,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:25.504,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:25.760,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:26.061,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:26.264,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:26.559,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:26.800,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:27.003,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:27.258,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:27.516,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:27.834,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:28.138,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:28.437,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:28.754,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:28.959,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:29.246,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:29.532,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:29.845,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:30.153,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:30.441,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:30.757,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:31.076,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:31.375,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:31.701,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:31.924,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:32.214,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:32.503,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:32.736,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:33.068,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:33.363,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:33.597,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:33.855,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:34.060,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:34.306,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:34.506,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:34.782,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:35.041,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:35.370,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:35.581,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:35.845,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:36.122,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:36.423,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:36.717,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:37.039,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:37.324,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:37.657,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:37.906,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:38.213,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:38.460,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:38.702,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:38.996,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:39.258,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:39.550,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:39.877,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:40.116,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:40.415,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:40.657,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:40.950,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:41.151,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:41.443,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:41.656,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:41.978,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:42.277,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:42.490,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:42.743,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:43.000,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:43.214,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:43.496,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:43.791,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:44.087,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:44.366,0.0,0.0,0.0,0.0,0,Off Contact
2025-07-25 00:10:44.566,0.0,0.0,0.0,0.0,0,Off Contact
